Timestamp,Open,High,Low,Close,Volume
1513123200000,272.0,330.0,260.0,290.01,9565.16019
1513209600000,290.01,302.72,252.0,272.4,9631.98382
1513296000000,272.4,314.21,239.99,294.0,16579.78235
1513382400000,294.0,305.0,285.0,293.97,9102.10005
1513468800000,293.01,328.8,290.0,311.4,14682.26118
1513555200000,311.23,360.96,277.0,352.0,17210.06137
1513641600000,352.0,366.96,303.01,338.48,23190.32542
1513728000000,336.05,357.0,260.0,302.7,31586.76711
1513814400000,303.8,325.16,267.01,302.0,26212.1583
1513900800000,303.0,315.0,177.58,250.99,81233.42425
1513987200000,250.99,301.52,214.91,253.44,38709.14008
1514073600000,253.44,277.0,220.03,262.9,33435.37202
1514160000000,262.9,277.5,251.4,261.2,24415.6917
1514246400000,261.17,282.82,258.0,277.98,21987.89021
1514332800000,277.98,284.34,245.29,262.59,25036.78582
1514419200000,262.61,266.7,222.03,244.68,34832.27138
1514505600000,244.68,261.0,233.97,238.27,34985.03167
1514592000000,238.27,244.0,193.2,206.03,52930.1782
1514678400000,206.11,234.37,202.98,223.69,29739.10081
1514764800000,223.69,231.19,212.74,222.61,20221.253
1514851200000,222.62,256.49,222.62,247.33,63293.12934
1514937600000,247.33,253.4,233.56,238.77,71369.27484
1515024000000,238.89,240.0,219.38,233.0,78182.30493
1515110400000,233.04,250.99,230.0,240.54,65010.14465
1515196800000,240.95,315.0,238.73,275.28,100812.2137
1515283200000,276.24,287.0,262.0,269.01,43811.61108
1515369600000,269.01,271.82,212.74,252.65,76256.97086
1515456000000,252.49,257.64,228.24,244.48,53921.90417
1515542400000,244.56,248.99,225.05,247.63,70931.30085
1515628800000,247.63,252.27,195.03,223.77,83842.47294
1515715200000,223.76,240.45,213.01,233.11,45676.80703
1515801600000,233.11,263.99,232.54,257.98,42811.12858
1515888000000,257.98,271.64,222.0,234.12,62203.40257
1515974400000,234.26,242.31,227.6,229.5,35755.94861
1516060800000,229.5,242.0,135.67,179.28,150044.07322
1516147200000,179.28,198.89,136.2,182.44,155640.00921
1516233600000,183.45,202.19,170.5,186.14,98372.75595
1516320000000,186.21,199.0,176.04,191.42,59369.45319
1516406400000,191.44,215.0,190.67,210.4,59162.64755
1516492800000,210.05,210.69,180.0,190.16,64817.00761
1516579200000,190.52,195.0,163.44,178.0,60376.3605
1516665600000,178.0,186.42,163.02,176.98,49510.38638
1516752000000,176.94,186.3,171.58,180.89,43298.498
1516838400000,180.83,186.0,175.58,179.59,39819.99079
1516924800000,179.0,183.06,165.0,177.09,49473.65655
1517011200000,175.73,184.0,173.0,182.1,31424.8731
1517097600000,182.11,198.0,181.7,196.74,47275.56346
1517184000000,196.74,197.19,180.01,181.5,36900.24385
1517270400000,181.51,181.96,160.59,168.21,56599.48048
1517356800000,168.1,169.31,157.5,165.19,37253.63137
1517443200000,164.83,167.2,132.0,143.69,64818.91744
1517529600000,144.04,147.0,108.52,131.68,124193.03592
1517616000000,131.99,166.99,120.06,160.3,143242.70975
1517702400000,160.86,174.75,138.0,147.09,300059.19271
1517788800000,147.29,153.96,116.6,125.17,299970.42074
1517875200000,125.17,147.0,106.5,141.0,393108.7479
1517961600000,140.96,157.0,130.01,137.21,178588.57054
1518048000000,137.97,143.5,137.2,142.37,3877.47235
1518134400000,142.37,164.4,142.37,163.73,65205.08736
1518220800000,163.74,169.0,146.01,154.65,133107.16189
1518307200000,154.62,156.1,139.0,148.28,90638.82249
1518393600000,148.28,163.75,146.04,161.49,92515.29686
1518480000000,161.55,162.95,152.0,159.63,76565.21628
1518566400000,159.45,218.6,158.94,212.25,734010.6511
1518652800000,212.25,236.66,206.5,220.64,676400.69461
1518739200000,220.64,235.58,208.56,228.08,408040.45123
1518825600000,228.0,232.2,222.78,228.0,190064.55131
1518912000000,228.08,231.39,210.1,213.66,302164.90588
1518998400000,213.23,226.5,196.0,221.44,171716.19683
1519084800000,221.44,254.8,221.0,228.51,534334.84146
1519171200000,228.5,233.53,203.12,209.6,493443.00002
1519257600000,209.6,222.0,188.0,192.61,396496.5489
1519344000000,192.69,216.28,182.0,206.4,427034.15419
1519430400000,206.38,219.0,192.3,206.5,326443.09261
1519516800000,206.69,223.17,198.94,217.78,314689.26189
1519603200000,218.16,232.3,214.43,218.5,408480.12476
1519689600000,218.25,224.36,211.8,214.6,248945.78729
1519776000000,214.94,223.71,201.5,201.86,185588.08799
1519862400000,201.86,215.0,200.2,209.17,121521.21293
1519948800000,209.14,214.47,203.43,212.8,89853.18198
1520035200000,212.8,218.39,208.0,210.04,120120.98049
1520121600000,210.0,215.34,204.5,213.19,67079.9353
1520208000000,213.19,217.0,208.17,210.14,71680.40092
1520294400000,210.03,210.49,191.31,196.24,130006.53725
1520380800000,196.2,199.28,173.08,185.25,229372.21016
1520467200000,185.33,187.5,173.69,175.24,160132.53652
1520553600000,175.06,190.0,157.68,185.79,308773.92425
1520640000000,185.88,194.99,174.48,176.74,187043.85418
1520726400000,176.85,194.0,169.85,188.16,197705.66569
1520812800000,188.16,192.88,173.58,177.8,142835.10745
1520899200000,177.8,182.9,170.51,175.01,115964.95615
1520985600000,175.38,177.52,156.5,160.15,151320.17882
1521072000000,160.0,167.7,149.55,164.0,207428.04449
1521158400000,164.0,171.6,157.5,164.1,113818.45328
1521244800000,164.12,165.96,150.2,151.75,105128.93202
1521331200000,151.7,158.0,136.86,153.5,241693.69755
1521417600000,153.59,163.88,150.66,161.2,171855.32008
1521504000000,161.18,174.0,155.41,168.24,125783.56494
1521590400000,168.5,175.88,165.22,168.54,110902.81246
1521676800000,168.43,172.64,159.51,163.65,100604.62741
1521763200000,163.65,169.5,156.13,168.66,80739.90111
1521849600000,168.97,169.74,157.73,158.92,73773.75243
1521936000000,158.81,162.89,156.75,160.01,46203.18669
1522022400000,160.0,161.06,141.56,147.83,99508.29226
1522108800000,147.71,149.34,134.4,135.0,103463.3891
1522195200000,135.0,139.75,130.1,131.22,83839.85944
1522281600000,131.31,132.6,112.51,114.7,187392.76989
1522368000000,114.55,126.45,109.77,118.35,252079.1424
