Timestamp,Open,High,Low,Close,Volume
1525392000000,0.5,1.5,0.5,0.8899,20890213.82
1525478400000,0.8898,0.935,0.888,0.9028,16816165.3
1525564800000,0.9028,0.918,0.83774,0.86483,16002035.8
1525651200000,0.86482,0.86886,0.8,0.8249,17303486.4
1525737600000,0.8249,0.84802,0.792,0.80667,12971303.18
1525824000000,0.80667,0.81894,0.7569,0.79481,13982375.89
1525910400000,0.79481,0.80572,0.74085,0.74558,10136895.73
1525996800000,0.7492,0.75602,0.64758,0.6761,31292480.04
1526083200000,0.67376,0.71,0.62519,0.68522,18181151.11
1526169600000,0.68192,0.69029,0.67599,0.6785,506141.57
