Timestamp,Open,High,Low,Close,Volume
1502928000000,301.13,312.18,298.0,302.0,7030.71034
1503014400000,302.0,311.79,283.94,293.96,9537.84646
1503100800000,293.31,299.9,278.0,290.91,2146.19773
1503187200000,289.41,300.53,282.85,299.1,2510.13871
1503273600000,299.1,346.52,294.6,323.29,5219.44542
1503360000000,321.04,330.41,144.21,309.8,7956.35088
1503446400000,312.25,324.99,309.41,315.74,8665.72569
1503532800000,315.74,328.04,314.01,323.42,6753.27192
1503619200000,323.42,338.28,323.42,327.24,7125.96962
1503705600000,327.24,335.44,323.41,330.79,4877.68521
1503792000000,332.18,348.13,330.73,348.13,4635.43715
1503878400000,348.11,351.0,331.95,346.0,4279.1817
1503964800000,347.0,377.6,346.0,374.7,3032.13425
1504051200000,374.7,393.71,362.05,385.93,4446.59608
1504137600000,384.64,389.36,377.78,384.79,4435.86855
1504224000000,386.44,394.39,383.18,388.46,4198.68434
1504310400000,388.58,394.32,320.08,343.14,8240.32724
1504396800000,343.56,367.28,320.08,341.77,5253.62211
1504483200000,339.29,344.55,267.94,283.77,6737.81061
1504569600000,286.81,321.52,235.55,312.09,8344.41924
1504656000000,313.29,336.34,312.09,335.0,5486.30988
1504742400000,335.01,342.5,320.17,334.49,3103.89745
1504828800000,334.49,335.1,272.0,302.99,4915.75693
1504915200000,300.01,307.0,281.66,296.74,2740.58822
1505001600000,296.72,302.78,261.03,293.5,4156.45099
1505088000000,293.51,304.98,285.21,297.3,4829.64647
1505174400000,297.78,316.46,286.01,293.96,5176.31402
1505260800000,293.93,294.5,257.05,276.91,6451.22836
1505347200000,275.76,283.77,215.0,215.21,12601.95676
1505433600000,217.0,270.93,192.0,253.0,14223.8953
1505520000000,255.99,271.81,235.51,249.31,10362.06011
1505606400000,249.32,264.39,239.02,257.55,4614.53337
1505692800000,257.53,306.22,257.11,294.57,4125.97051
1505779200000,296.0,300.0,277.41,284.0,1869.90852
1505865600000,284.01,294.0,275.91,282.0,1060.56734
1505952000000,285.1,287.0,252.1,257.0,1912.55583
1506038400000,258.0,272.97,253.01,264.0,1464.5125
1506124800000,259.99,286.23,255.11,285.93,2824.33572
1506211200000,286.5,294.61,275.0,282.0,5575.54422
1506297600000,282.0,299.0,281.34,294.42,5870.48035
1506384000000,294.42,296.81,286.24,287.9,4566.92804
1506470400000,289.91,313.0,286.13,309.74,5518.10382
1506556800000,309.81,311.81,296.89,302.44,6600.90922
1506643200000,302.44,303.0,274.0,292.22,11089.19902
1506729600000,292.62,307.49,292.22,304.36,4020.60795
1506816000000,305.13,306.0,294.0,303.95,5060.05758
1506902400000,303.94,305.0,295.0,296.5,3710.83747
1506988800000,298.15,301.99,283.18,292.48,5546.85702
1507075200000,292.47,297.97,288.0,291.99,4014.88792
1507161600000,290.0,297.44,285.53,294.81,3412.39016
1507248000000,294.78,310.8,293.78,310.8,3541.02359
1507334400000,309.9,318.5,303.6,311.01,2165.79076
1507420800000,311.08,317.07,309.0,311.07,2960.93198
1507507200000,311.13,312.13,286.65,297.19,4885.37863
1507593600000,297.35,308.56,293.0,298.64,6749.27468
1507680000000,300.88,305.5,298.02,304.01,3724.6863
1507766400000,304.01,310.0,302.71,303.99,7827.75596
1507852800000,303.52,353.96,297.0,337.96,17925.36585
1507939200000,337.96,349.8,335.0,342.0,7731.96469
1508025600000,342.0,348.0,316.17,337.96,10011.34708
1508112000000,337.5,354.0,332.78,335.19,8663.47097
1508198400000,335.18,336.58,312.65,315.19,8146.74356
1508284800000,315.19,318.0,284.68,309.7,12908.0454
1508371200000,311.52,315.0,300.0,308.66,8678.74739
1508457600000,308.66,311.18,302.0,304.51,8739.31764
1508544000000,304.51,305.34,290.0,298.94,8591.63121
1508630400000,298.99,306.99,290.0,293.79,7173.06893
1508716800000,293.78,294.6,272.2,281.09,9658.78404
1508803200000,282.27,310.0,275.5,297.38,14066.67924
1508889600000,295.43,300.0,281.0,294.49,9703.09261
1508976000000,294.1,299.76,291.03,294.71,7813.02717
1509062400000,294.72,298.1,292.03,296.33,6272.14802
1509148800000,296.14,297.0,290.1,291.87,5848.86589
1509235200000,291.86,309.4,291.86,305.0,9019.13315
1509321600000,305.0,316.0,302.1,307.25,8946.12026
1509408000000,305.95,309.99,304.01,304.9,7640.41182
1509494400000,304.89,305.9,286.34,287.01,9843.1666
1509580800000,287.3,293.0,274.73,283.12,13423.8572
1509667200000,283.12,307.0,282.0,304.08,8194.03465
1509753600000,304.09,304.99,292.11,298.04,7828.41744
1509840000000,298.1,302.14,293.13,295.53,6638.42119
1509926400000,295.19,305.58,290.11,297.97,7515.50103
1510012800000,297.25,303.52,287.0,291.78,9418.57881
1510099200000,291.31,320.0,290.02,303.02,15961.85772
1510185600000,303.6,329.0,299.5,317.87,11151.29946
1510272000000,318.5,322.65,285.82,293.5,15597.16557
1510358400000,293.52,318.0,291.91,310.02,10850.16279
1510444800000,310.87,316.99,281.01,305.24,21123.15319
1510531200000,304.0,318.88,303.7,312.99,15551.67434
1510617600000,313.0,337.54,312.94,335.61,17709.2227
1510704000000,335.6,339.0,324.0,331.33,15597.16131
1510790400000,330.98,334.75,321.41,331.49,14145.71696
1510876800000,331.49,334.6,323.84,331.23,18042.02544
1510963200000,331.2,349.9,326.01,346.66,14361.4973
1511049600000,346.66,373.56,343.07,354.15,19397.74898
1511136000000,355.15,372.5,353.9,367.42,18277.0194
1511222400000,367.42,375.5,350.02,362.12,26237.64398
1511308800000,362.12,384.84,359.0,380.65,18121.58484
1511395200000,380.63,425.0,370.02,405.0,25409.00111
1511481600000,405.03,475.0,392.8,469.0,30398.35831
1511568000000,467.57,484.47,450.0,461.82,21428.63117
1511654400000,461.0,465.0,436.14,462.84,21691.11759
1511740800000,462.84,486.94,453.0,472.31,23761.11416
1511827200000,472.32,477.5,453.5,466.17,23967.24816
1511913600000,466.17,515.0,385.0,421.7,51313.49571
1512000000000,421.92,460.0,387.01,427.43,45184.22265
1512086400000,428.05,465.97,413.74,457.51,33072.21995
1512172800000,457.53,471.91,445.0,457.63,25796.14
1512259200000,457.31,485.9,440.11,460.3,24490.05997
1512345600000,460.3,470.98,445.0,466.67,23182.65949
1512432000000,466.66,468.67,445.21,452.26,25387.11695
1512518400000,452.26,455.1,400.0,411.01,38638.76036
1512604800000,413.5,427.61,375.01,406.33,41343.73269
1512691200000,406.52,456.78,390.0,442.56,41064.60305
1512777600000,442.56,488.0,426.4,460.0,41918.34044
1512864000000,460.0,460.05,403.2,427.35,34919.25938
1512950400000,427.35,512.0,427.35,508.7,29763.16644
1513036800000,508.44,639.27,494.89,620.0,59387.02259
1513123200000,622.0,705.69,539.93,683.99,57694.18773
1513209600000,683.98,747.6,630.5,679.76,60919.26902
1513296000000,679.76,689.0,594.6,674.95,39778.16165
1513382400000,673.75,712.0,669.22,682.81,26866.0533
1513468800000,681.8,728.0,680.33,707.64,31398.4476
1513555200000,707.62,798.88,638.0,784.0,45673.70777
1513641600000,784.0,864.9,729.01,798.0,69423.62125
1513728000000,798.0,828.0,661.0,790.21,72526.28416
1513814400000,794.62,845.99,705.98,782.41,78222.53998
1513900800000,784.0,796.0,504.99,635.97,154630.49482
1513987200000,635.15,714.99,627.97,640.34,79001.05634
1514073600000,640.33,667.64,563.49,658.0,95431.94156
